provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
261303,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,,,2.0
261305,MO,Critical Access Hospitals,Voluntary non-profit - Other,1,3,,,,2.0,,,,
261306,MO,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
261307,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
261308,MO,Critical Access Hospitals,Government - Local,1,1,,2.0,,2.0,,,,
261309,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,2.0,2.0
261310,MO,Critical Access Hospitals,Government - Hospital District or Authority,1,1,2,2.0,,1.0,,2.0,3.0,
261311,MO,Critical Access Hospitals,Government - Local,1,1,4,2.0,,2.0,3.0,,,
261312,MO,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,
261313,MO,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
261314,MO,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,
261315,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
261316,MO,Critical Access Hospitals,Voluntary non-profit - Church,1,1,,,,2.0,2.0,,,
261317,MO,Critical Access Hospitals,Voluntary non-profit - Church,1,1,,,,2.0,,,,
261318,MO,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,1.0,,,,
261319,MO,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,1.0,,,
261320,MO,Critical Access Hospitals,Proprietary,1,1,3,2.0,,2.0,2.0,2.0,3.0,
261321,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,,
261322,MO,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
261323,MO,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,,2.0,
261324,MO,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
261325,MO,Critical Access Hospitals,Government - Local,1,1,4,2.0,,2.0,3.0,,,
261327,MO,Critical Access Hospitals,Government - Local,1,1,,2.0,,1.0,,,,
261328,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,,2.0,2.0
261329,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,3.0,,,
270012,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,3.0,1.0,2.0,1.0,2.0
261330,MO,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,2.0,,,
261331,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
261332,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,
261333,MO,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,,2.0,2.0,
261334,MO,Critical Access Hospitals,Proprietary,1,1,,,,,,,,
261335,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
261336,MO,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
261337,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,3.0,2.0,2.0,3.0,2.0
270014,MT,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,1.0,2.0,3.0,3.0,2.0,3.0,2.0
261338,MO,Critical Access Hospitals,Government - Local,1,3,4,2.0,,2.0,2.0,,,
261339,MO,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
263301,MO,Childrens,Voluntary non-profit - Other,1,1,,,,,,,,
263302,MO,Childrens,Voluntary non-profit - Private,1,1,,,,,,,,
263303,MO,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
263304,MO,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
270003,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,3.0,3.0,2.0,2.0,2.0
270017,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,3.0,2.0,2.0,3.0,2.0
270023,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0
270032,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,2.0,1.0,2.0,3.0,2.0
270049,MT,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,1.0,3.0,3.0,2.0,3.0,3.0
270051,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,3.0,3.0,2.0,2.0,2.0
270057,MT,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,3.0,2.0,2.0,2.0,2.0
270074,MT,Acute Care Hospitals,Government - Federal,1,1,,,,2.0,,2.0,,
270086,MT,Acute Care Hospitals,Proprietary,0,1,4,,,2.0,2.0,2.0,2.0,2.0
270087,MT,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,1.0
271300,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271301,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271302,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271303,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
271304,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
271305,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271306,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
271307,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271308,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271309,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
271310,MT,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
271311,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
280040,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,3.0,3.0,2.0,2.0,3.0
271312,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271313,MT,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
271314,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271315,MT,Critical Access Hospitals,Government - Federal,1,1,,,,,,,,
271316,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,,,2.0,3.0,2.0,2.0,
271317,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
271318,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4,,,2.0,3.0,2.0,2.0,2.0
271319,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
271320,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,2.0,
271321,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271322,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271323,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,
271324,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271325,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,3.0,
271326,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271327,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271328,MT,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
271329,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
271330,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271331,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
271332,MT,Critical Access Hospitals,Voluntary non-profit - Other,1,3,,2.0,,2.0,,,,
271333,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271334,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271335,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
271336,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,3.0,1.0,3.0,2.0
271337,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271338,MT,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,,,
271339,MT,Critical Access Hospitals,Government - Federal,1,1,,,,,,,,
271340,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
271341,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
271342,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
271343,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,3.0,
271344,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,2.0,
271345,MT,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,2.0,2.0,3.0,
271346,MT,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
271347,MT,Critical Access Hospitals,Voluntary non-profit - Church,1,1,3,2.0,,2.0,2.0,2.0,3.0,
280003,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,1.0,2.0,3.0,3.0,2.0,2.0,2.0
280009,NE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,2.0,2.0,3.0,2.0,2.0,3.0,2.0
280013,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,3.0,2.0,1.0,3.0
280020,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2.0,1.0,3.0,2.0,2.0,2.0,2.0
280023,NE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,2.0,1.0,3.0,1.0,2.0,3.0,
280030,NE,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,2.0,3.0,2.0,1.0,2.0,3.0,2.0
280032,NE,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,1.0,3.0,2.0,2.0,3.0,2.0
280060,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,2.0,2.0,2.0,3.0,2.0
280061,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,3.0,2.0,2.0,2.0,2.0
280065,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
280077,NE,Acute Care Hospitals,Government - Local,1,1,2,1.0,1.0,3.0,2.0,2.0,3.0,1.0
280081,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
280105,NE,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
280111,NE,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4,2.0,3.0,3.0,3.0,2.0,3.0,2.0
280125,NE,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,2.0,2.0,3.0,2.0
280127,NE,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,
280128,NE,Acute Care Hospitals,Voluntary non-profit - Private,0,1,5,2.0,,3.0,3.0,,,2.0
280129,NE,Acute Care Hospitals,Physician,1,1,5,,3.0,,3.0,2.0,3.0,
280130,NE,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,1.0,2.0,3.0,2.0,3.0,2.0
280131,NE,Acute Care Hospitals,Physician,0,1,,,,,3.0,,,
280132,NE,Acute Care Hospitals,Proprietary,1,1,3,1.0,2.0,2.0,3.0,2.0,3.0,2.0
280133,NE,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,
280134,NE,Acute Care Hospitals,Proprietary,0,1,3,,2.0,1.0,3.0,2.0,,1.0
281300,NE,Critical Access Hospitals,Voluntary non-profit - Other,1,3,,,,,,2.0,,2.0
281301,NE,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,2.0,,
281302,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,2.0,
281303,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
281304,NE,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,,,2.0
281305,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281306,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,,
281307,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,,2.0
281308,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
300018,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,1.0,3.0,3.0,2.0,1.0,2.0
281309,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
281310,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
281311,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281312,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281313,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,2.0,2.0,
281314,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,,
281315,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
281316,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281318,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281319,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,,,2.0,,2.0,2.0,2.0
281320,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,,,2.0,,2.0,2.0,2.0
281321,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,2.0,,
281322,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,2.0,
281323,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,2.0,
281324,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,,
281325,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281326,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,,,2.0,,2.0,2.0,2.0
281327,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,2.0,,,,
281328,NE,Critical Access Hospitals,Government - Local,1,1,3,,,2.0,,2.0,2.0,
281329,NE,Critical Access Hospitals,Voluntary non-profit - Church,1,1,3,2.0,,2.0,3.0,2.0,2.0,2.0
281330,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
300019,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,2.0,2.0,1.0,3.0
281331,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,
281332,NE,Critical Access Hospitals,Government - Local,1,1,3,,,2.0,,2.0,2.0,2.0
281333,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,,
281334,NE,Critical Access Hospitals,Government - Local,1,1,4,2.0,,2.0,3.0,2.0,2.0,
281335,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,,
281336,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,3.0,2.0,2.0,2.0
281338,NE,Critical Access Hospitals,Voluntary non-profit - Other,1,1,3,2.0,,2.0,,2.0,,2.0
281339,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,,2.0,2.0
281340,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,,
281341,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,3.0,,2.0,
281342,NE,Critical Access Hospitals,Voluntary non-profit - Church,1,3,3,,,2.0,,2.0,3.0,2.0
281343,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,
281344,NE,Critical Access Hospitals,Government - Local,1,1,3,,,2.0,2.0,,,2.0
281345,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,,,2.0,,2.0,2.0,
281346,NE,Critical Access Hospitals,Voluntary non-profit - Church,1,3,,,,,,2.0,3.0,
281347,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
281348,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,1.0,2.0,
281349,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,2.0,2.0,
281350,NE,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,,2.0,
281351,NE,Critical Access Hospitals,Government - Local,1,1,,,,,,,2.0,
281352,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,2.0,
281353,NE,Critical Access Hospitals,Government - Local,1,1,3,,,2.0,,,2.0,2.0
281354,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,2.0,2.0,
281355,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,2.0,,2.0
281356,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
281357,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
281358,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,,
281359,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,,,2.0,,2.0,3.0,
281360,NE,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,2.0,,2.0,
281361,NE,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,2.0,2.0,
281362,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,2.0,2.0
281363,NE,Critical Access Hospitals,Voluntary non-profit - Other,1,1,4,2.0,,2.0,3.0,2.0,3.0,2.0
281364,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,3.0,2.0
281365,NE,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,2.0,2.0
283300,NE,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
283301,NE,Childrens,Voluntary non-profit - Private,1,1,,,,,,,,
290001,NV,Acute Care Hospitals,Voluntary non-profit - Other,1,1,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0
290003,NV,Acute Care Hospitals,Proprietary,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
290005,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,2.0,1.0,1.0,1.0,
290006,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,3.0,2.0,3.0,2.0
290007,NV,Acute Care Hospitals,Government - Local,1,3,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0
290008,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
290009,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,1.0,2.0,1.0,2.0
290012,NV,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,3.0,3.0,1.0,2.0,1.0,3.0
290019,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,2.0,1.0,1.0,1.0,2.0
290021,NV,Acute Care Hospitals,Proprietary,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
290022,NV,Acute Care Hospitals,Proprietary,1,1,1,1.0,2.0,1.0,1.0,2.0,1.0,
290032,NV,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
290039,NV,Acute Care Hospitals,Proprietary,1,1,2,2.0,1.0,1.0,1.0,2.0,2.0,3.0
290041,NV,Acute Care Hospitals,Proprietary,1,1,3,3.0,1.0,2.0,1.0,1.0,1.0,2.0
291302,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,2.0,,2.0,,,,
290042,NV,Acute Care Hospitals,Voluntary non-profit - Private,0,3,,,,,,,,
290045,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,1.0,1.0,3.0,1.0,2.0,1.0,3.0
290046,NV,Acute Care Hospitals,Proprietary,1,1,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0
290047,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,2.0,1.0,2.0,2.0,2.0
290049,NV,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,2.0,3.0,2.0,2.0,2.0
290053,NV,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0
290054,NV,Acute Care Hospitals,Proprietary,1,1,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0
290056,NV,Acute Care Hospitals,Voluntary non-profit - Private,0,3,,,,,,,,
291300,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,3,3,2.0,,2.0,,,2.0,
291301,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,,
300014,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,2.0,3.0,2.0,2.0,2.0
291303,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
291304,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,
291306,NV,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,2.0
291307,NV,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
291308,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,,,2.0,1.0,2.0,2.0,2.0
291309,NV,Critical Access Hospitals,Voluntary non-profit - Private,1,3,3,2.0,,2.0,,2.0,2.0,
291311,NV,Critical Access Hospitals,Proprietary,1,1,4,2.0,,2.0,,,,2.0
291312,NV,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,2.0,,,,
300001,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,2.0,3.0,2.0,1.0,2.0
300003,NH,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,1.0,3.0,3.0,2.0,1.0,3.0
300005,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0
300011,NH,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4,3.0,1.0,3.0,2.0,2.0,1.0,2.0
300012,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,2.0,2.0,1.0,2.0
300017,NH,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0
300020,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,3,4,2.0,3.0,2.0,2.0,2.0,2.0,2.0
300023,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,3.0,3.0,2.0,2.0,2.0
300029,NH,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,1.0,2.0,2.0,3.0,2.0
300034,NH,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,2.0,3.0,2.0,2.0,1.0,2.0
301300,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,2.0,2.0
301301,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
301302,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,,,
301303,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,2.0,2.0
301304,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
301305,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,3,3,2.0,,2.0,2.0,,,
301306,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,3,3,2.0,,2.0,,2.0,2.0,
301307,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
301308,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,,,2.0
301309,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,3.0,3.0,,2.0,2.0
301310,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,,,
301311,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,3.0,2.0,2.0,2.0
301312,NH,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,,2.0
310001,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,3.0,1.0,1.0,2.0,1.0,1.0,3.0
310002,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,3.0,1.0,1.0,1.0,2.0,1.0,2.0
310003,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0
310005,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0
310006,NJ,Acute Care Hospitals,Proprietary,1,3,2,2.0,3.0,1.0,1.0,1.0,1.0,
310008,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,2.0,1.0,2.0,1.0,2.0
310009,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,2.0,1.0,2.0,1.0,2.0
310010,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,2.0,2.0,1.0,2.0
310011,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,2.0,2.0,1.0,1.0
310012,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,1.0,1.0,2.0,2.0,2.0,2.0
310014,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,1.0,2.0,1.0,3.0
310015,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,1.0,3.0,2.0,2.0,1.0,3.0
310016,NJ,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0
310017,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0
310019,NJ,Acute Care Hospitals,Voluntary non-profit - Church,1,1,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0
310021,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,3.0,1.0,2.0,2.0,
310022,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,3.0,2.0,2.0,1.0,3.0
310024,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0
310025,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0
310027,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,1.0,1.0,1.0,1.0,2.0
310028,NJ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,1.0,3.0
